,titre,budget,duree,entrees_fr,franchise,genres,pegi_fr,pegi_usa,entrees_usa,salles_fr,studio,estimation,is_compositeur,annee,origine
1688,le maître du jeu,60000000,127,174188,0,thriller,,PG,11836705.0,209,ufd,,0,2004,etats-unis
1689,le meilleur reste à venir,11754027,117,316885,0,comédie dramatique, Tous publics ,,,622,pathé,,0,2019,france
1690,le menu,30000000,108,124279,0,comédie, Moins de 12 ans ,R,9004957.0,246,walt disney pictures,,0,2022,etats-unis
1691,le mexicain,40000000,125,374470,0,aventure - action, Tous publics ,R,20108829.0,404,uip,,1,2001,etats-unis
1692,le moine,9839557,101,101021,0,thriller, Tous publics ,R,8418.0,190,diaphana,,0,2011,france
1693,le monde d'hier,2300000,89,43740,0,drame,,,,167,pyramide,,0,2022,france
1694,le monde de dory,200000000,103,1003479,0,animation, Tous publics ,PG,135060273.0,750,walt disney pictures,,1,2016,etats-unis
1695,le monde de narnia : chapitre 3 - l'odyssée du passeur d'aurore,155000000,117,706165,1,fantasy, Tous publics ,PG,24005069.0,739,20th century fox,,0,2010,etats-unis
1696,"le monde de narnia : le lion, la sorcière blanche et l'armoire magique",180000000,132,1813554,1,fantasy, Tous publics ,PG,65556312.0,855,walt disney pictures,,0,2005,etats-unis
1697,le monde de narnia : chapitre 2 - prince caspian,225000000,169,994686,1,fantasy, Tous publics ,PG,55034805.0,768,walt disney pictures,,0,2008,etats-unis
1698,le monde de nemo,90000000,101,2056621,0,animation, Tous publics ,G,70251710.0,1,gbvi,,1,2003,etats-unis
1699,le monde de nemo (en 3d),5000000,101,56546,0,animation, Tous publics ,G,16687773.0,252,walt disney pictures,,1,2013,etats-unis
1700,le monde fantastique d’oz,215000000,127,788437,0,fantasy, Tous publics ,PG,79110453.0,620,walt disney pictures,,1,2013,etats-unis
1701,le monde ne suffit pas,100000000,128,1260169,1,aventure - action, Tous publics ,PG,35519007.0,658,uip,,0,1999,Autre
1702,le monde perdu,73000000,129,1992899,1,aventure - action, Tous publics ,PG,72132785.0,656,uip,,1,1997,etats-unis
1703,le monde secret des emojis,50000000,86,258815,0,animation, Tous publics ,PG,24531923.0,368,sony pictures,,0,2017,etats-unis
1704,le monstre,6260000,108,80733,0,comédie, Tous publics ,,,80,ufd,,0,1995,Autre
1705,le mystère henri pick,7410000,100,362932,0,comédie, Tous publics ,,,353,gaumont,,0,2019,france
1706,le mytho,80000000,110,126302,0,romance, Tous publics ,PG,30514732.0,169,sony pictures,,0,2011,etats-unis
1707,le médaillon,41000000,98,80685,0,aventure - action,,PG,8111324.0,200,snd,,0,2003,etats-unis
1708,le nom des gens,2530879,100,195141,0,comédie, Tous publics ,R,30372.0,213,ugc distribution,,0,2010,france
1709,le nombre 23,30000000,95,237466,0,thriller, Tous publics ,R,14602867.0,251,metropolitan,,0,2007,etats-unis
1710,le nouveau jouet,12500000,112,271139,0,comédie, Tous publics ,,,495,sony pictures,,0,2022,france
1711,le nouveau monde,30000000,150,315159,0,aventure - action,,PG,4029715.0,315,metropolitan,,1,2006,etats-unis
1712,le nouveau stagiaire,35000000,121,170117,0,comédie, Tous publics ,PG,17728313.0,282,warner bros.,,0,2015,etats-unis
1713,le pacificateur,50000000,124,336220,0,aventure - action, Tous publics ,R,12311939.0,363,uip,,1,1997,etats-unis
1714,le pacte,30000000,108,253128,0,thriller, Tous publics ,R,249465.0,266,snd,,0,2012,etats-unis
1715,le pacte des loups,32010000,142,1924934,0,aventure - action, Moins de 12 ans ,R,1533927.0,722,metropolitan,,0,2001,france
1716,le parc des merveilles,90000000,93,422524,0,animation, Tous publics ,PG,15853646.0,637,paramount,,0,2019,etats-unis
1717,le parfum : histoire d'un meurtrier,49515804,147,305743,0,drame, Tous publics ,R,37079.0,479,metropolitan,,0,2006,Autre
1718,le parfum vert,206774,101,80190,0,comédie, Tous publics ,,,275,diaphana,,0,2022,france
1719,le passé,7990000,130,260761,0,drame, Tous publics ,PG,29270.0,300,memento films,,0,2013,france
1720,le patient anglais,27000000,160,194029,0,drame, Tous publics ,R,2707595.0,146,gbvi,,0,1997,Autre
1721,le petit nicolas,22700000,86,1132450,0,comédie, Tous publics ,,,571,wild bunch,,0,2009,france
1722,le petit nicolas - qu’est-ce qu’on attend pour être heureux ?,340138,82,75050,0,animation, Tous publics ,,,474,bac films,,0,2022,france
1723,le petit piaf,140196,95,65637,0,comédie dramatique, Tous publics ,,,437,gaumont,,0,2022,france
1724,le petit poucet,10230000,90,343523,0,fantasy,,,,507,bac films,,0,2001,france
1725,le petit prince,52161992,108,641055,0,animation, Tous publics ,PG,162017.0,727,paramount,,1,2015,france
1726,le petit lieutenant,4400000,110,241732,0,thriller, Tous publics ,,16871.0,202,mars distribution,,0,2005,france
1727,le petit locataire,3999989,99,104962,0,comédie, Tous publics ,,,278,diaphana,,0,2016,france
1728,le petit monde de charlotte,85000000,97,105232,0,film familial, Tous publics ,G,11457353.0,347,paramount,,1,2007,etats-unis
1729,le petit monde des borrowers,29000000,83,110707,0,film familial,,PG,4470111.0,330,polygram,,0,1998,etats-unis
1730,le pianiste,38160000,148,379604,0,drame, Tous publics ,R,2456117.0,440,bac films,,0,2002,france
1731,le pic de dante,104000000,112,373431,0,catastrophe,,PG,18479435.0,410,uip,,0,1997,etats-unis
1732,le pire voisin au monde,50000000,126,67470,0,comédie dramatique, Tous publics ,PG,12828785.0,237,sony pictures,,0,2023,etats-unis
1733,le plan b,35000000,106,196238,0,romance, Tous publics ,PG,12201710.0,279,sony pictures,,0,2010,etats-unis
1734,le plus beau des combats,27000000,114,179097,0,drame, Tous publics ,PG,20905831.0,219,gbvi,,0,2001,etats-unis
1735,le plus beau jour de ma vie,5210000,104,90013,0,comédie,,,,234,snd,,0,2005,france
1736,le pont des espions,40000000,132,289000,0,thriller, Tous publics ,PG,15371203.0,352,20th century fox,,1,2015,etats-unis
1737,le pont du roi saint-louis,21660448,120,35158,0,drame,,PG,21281.0,123,metropolitan,,0,2005,Autre
1738,le premier jour du reste de ta vie,5133542,114,190149,0,comédie dramatique, Tous publics ,,,261,studiocanal,,0,2008,france
1739,le prestige,40000000,128,122611,0,fantasy, Tous publics ,PG,14801808.0,282,warner bros.,,0,2006,etats-unis
1740,le prince oublié,22671168,101,457031,0,film familial, Tous publics ,,,698,pathé,,1,2020,france
1741,le prince d'egypte,80000000,99,998779,0,animation, Tous publics ,PG,14524321.0,690,uip,,1,1998,etats-unis
1742,le prix de la loyauté,30000000,125,108773,0,drame, Tous publics ,R,6262396.0,193,metropolitan,,0,2008,etats-unis
1743,le procès du siècle,10000000,110,65739,0,drame, Tous publics ,PG,954159.0,127,snd,,1,2017,etats-unis
1744,le prodige,19000000,114,42290,0,drame,,PG,1005071.0,141,metropolitan,,0,2015,etats-unis
1745,le professeur foldingue,54000000,95,561291,1,film familial, Tous publics ,PG,25411725.0,271,uip,,0,1996,etats-unis
1746,le prénom,11029596,109,1086313,0,comédie, Tous publics ,,,457,pathé,,0,2012,france
1747,le père noël,10774053,80,177913,0,film familial, Tous publics ,,,355,mars distribution,,0,2014,france
1748,le pôle express,165000000,99,278455,0,animation, Tous publics ,G,23323463.0,670,warner bros.,,1,2004,etats-unis
1749,le redoutable,11112359,107,72473,0,comédie, Tous publics ,R,10994.0,256,studiocanal,,0,2017,france
1750,le refuge,3110000,90,49284,0,comédie dramatique, Tous publics ,,11124.0,116,le pacte,,0,2010,france
1751,le renard et l'enfant,9806336,92,466488,0,film familial, Tous publics ,,,703,walt disney pictures,,0,2007,france
1752,le retour de mary poppins,130000000,124,389704,0,film familial, Tous publics ,PG,23523121.0,573,walt disney pictures,,0,2018,etats-unis
1753,le retour de la momie,98000000,130,756465,1,aventure - action, Tous publics ,PG,68139035.0,703,uip,,1,2001,etats-unis
1754,le retour du héros,9700000,90,372856,0,comédie, Tous publics ,,761.0,489,studiocanal,,0,2018,france
1755,le rite,37000000,112,372683,0,drame, Moins de 12 ans ,PG,14789393.0,237,warner bros.,,0,2011,etats-unis
1756,le roi arthur,120000000,126,634627,0,fantasy, Tous publics ,PG,15193907.0,608,walt disney pictures,,1,2004,etats-unis
1757,le roi arthur: la légende d'excalibur,175000000,127,362905,0,aventure - action, Tous publics ,PG,15371270.0,593,warner bros.,,0,2017,etats-unis
1758,le roi lion (2019),260000000,118,3252896,0,aventure - action, Tous publics ,PG,191770759.0,680,walt disney pictures,,1,2019,etats-unis
1759,le roi lion 3d,45000000,89,210904,0,animation, Tous publics ,G,30151614.0,303,walt disney pictures,,1,2012,etats-unis
1760,le roi scorpion,60000000,90,247615,1,péplum, Tous publics ,PG,36075875.0,464,uip,,0,2002,etats-unis
1761,le roi lion,45000000,89,1312942,0,animation, Tous publics ,G,40888194.0,1,gbvi,,1,1994,etats-unis
1762,le royaume,80000000,105,242603,0,aventure - action, Moins de 12 ans ,R,17135055.0,293,paramount,,1,2007,etats-unis
1763,le royaume de ga'hoole - la légende des gardiens,80000000,90,324593,0,fantasy, Tous publics ,PG,16112211.0,467,warner bros.,,0,2010,etats-unis
1764,le royaume interdit,70000000,113,108439,0,aventure - action, Tous publics ,PG,21401121.0,175,tfm distribution,,0,2008,etats-unis
1765,le règne du feu,60000000,102,401688,0,aventure - action, Tous publics ,PG,15632281.0,438,gbvi,,0,2002,etats-unis
1766,le rêve de cassandre,9000000,108,196577,0,comédie dramatique, Tous publics ,PG,361901.0,190,tfm distribution,,0,2007,etats-unis
1767,le saint,70000000,116,278546,0,aventure - action, Tous publics ,PG,16278873.0,327,uip,,0,1997,etats-unis
1768,le sang des templiers,25000000,121,76828,0,aventure - action, Moins de 12 ans ,,,114,metropolitan,,0,2011,etats-unis
1769,le scaphandre et le papillon,10800000,112,101785,0,drame, Tous publics ,PG,75721.0,222,pathé,,0,2007,france
1770,le secret de brokeback mountain,14000000,134,277516,0,drame, Tous publics ,R,5805082.0,155,pathé,,0,2006,etats-unis
1771,le secret de charlie,44000000,90,69614,0,drame, Tous publics ,PG,12381585.0,185,universal,,0,2010,etats-unis
1772,le secret de la cité perdue,74000000,92,306738,0,aventure - action, Tous publics ,PG,30453269.0,609,paramount,,0,2022,etats-unis
1773,le seigneur des anneaux: la communauté de l'anneau,109000000,178,1978162,1,fantasy, Tous publics ,PG,47211490.0,862,metropolitan,,1,2001,etats-unis
1774,le seigneur des anneaux: la communauté de l'anneau (extented edition),109000000,178,46994,1,fantasy, Tous publics ,PG,473463.0,111,metropolitan,,1,2003,etats-unis
1775,le seigneur des anneaux: le retour du roi,94000000,201,2852784,1,fantasy, Tous publics ,PG,72629713.0,993,metropolitan,,1,2003,etats-unis
1776,le seigneur des anneaux: les deux tours,92000000,179,2404825,1,fantasy, Tous publics ,PG,62007528.0,955,metropolitan,,1,2002,etats-unis
1777,le seigneur des anneaux: les deux tours (rep. 2003),92000000,179,86488,1,fantasy, Tous publics ,PG,727645.0,112,metropolitan,,1,2003,etats-unis
1778,le sens de la fête,14850870,117,808544,0,comédie, Tous publics ,,,557,gaumont,,0,2017,france
1779,le septième fils,95000000,102,190056,0,fantasy, Tous publics ,PG,7217640.0,287,universal,,0,2014,etats-unis
1780,le silence de lorna,3990000,105,84593,0,drame, Tous publics ,R,34411.0,125,diaphana,,0,2008,france
1781,le skylab,4870000,113,129376,0,comédie, Tous publics ,,,184,mars distribution,,0,2011,france
1782,le smoking,60000000,100,311817,0,aventure - action, Tous publics ,PG,15051028.0,244,uip,,0,2002,etats-unis
1783,le sortilège du scorpion de jade,33000000,102,245827,0,comédie,,PG,2459315.0,376,bac films,,0,2001,etats-unis
1784,le sourire de mona lisa,65000000,119,337134,0,romance,,PG,11528498.0,394,columbia,,0,2004,etats-unis
1785,le stratège,47000000,126,77846,0,drame, Tous publics ,PG,19501302.0,174,sony pictures,,0,2011,etats-unis
1786,le temps d'un week-end,20000000,157,104028,0,drame, Tous publics ,R,6476340.0,164,uip,,1,1993,etats-unis
1787,le temps de l'aventure,3708685,105,86373,0,romance, Tous publics ,,,142,le pacte,,0,2013,france
1788,le temps de l'innocence,34000000,135,133540,0,romance, Tous publics ,PG,2317289.0,91,columbia,,0,1993,etats-unis
1789,le temps qui reste,4410000,85,105888,0,drame, Tous publics ,,15377.0,126,mars distribution,,0,2005,france
1790,le temps retrouvé,10000000,158,106876,0,drame, Tous publics ,,,240,gémini films,,0,1999,france
1791,le terminal,60000000,128,475798,0,comédie,,PG,19053199.0,577,uip,,1,2004,etats-unis
1792,le territoire des loups,35000000,117,176547,0,thriller, Moins de 12 ans ,R,19665101.0,334,metropolitan,,0,2012,etats-unis
1793,le territoire des morts,15000000,93,172946,0,horreur, Moins de 12 ans ,R,10221705.0,258,pan-européenne,,0,2005,etats-unis
1794,le théorème de marguerite,178529,112,53400,0,drame, Tous publics ,,,124,pyramide,,0,2023,france
1795,le tigre et la neige,30000000,115,169278,0,romance,,,3701.0,198,pathé,,0,2005,Autre
1796,le tour du monde en 80 jours,110000000,120,230924,0,film familial, Tous publics ,PG,7576132.0,395,pathé,,0,2004,etats-unis
1797,le tourbillon de la vie,200631,121,64039,0,drame, Tous publics ,,,298,snd,,0,2022,france
1798,le tout nouveau testament,8695542,110,301140,0,comédie, Tous publics ,,10422.0,387,le pacte,,0,2015,france
1799,le transporteur,20920000,92,260706,1,aventure - action, Tous publics ,PG,9107816.0,508,europacorp,,0,2002,france
1800,le transporteur 2,24584460,87,440512,1,aventure - action, Tous publics ,PG,16540720.0,510,europacorp,,0,2005,france
1801,le transporteur iii,26634840,105,678945,1,aventure - action, Tous publics ,PG,12063452.0,535,europacorp,,0,2008,france
1802,le trésor du petit nicolas,17000000,103,148775,0,film familial, Tous publics ,,,522,warner bros.,,0,2021,france
1803,le témoin amoureux,40000000,101,141000,0,romance, Tous publics ,PG,14756850.0,290,sony pictures,,0,2008,etats-unis
1804,le vaisseau de l'angoisse,20000000,90,204278,0,horreur,,R,11503423.0,247,warner bros.,,0,2003,etats-unis
1805,le vent se lève (2014),20000000,126,258144,0,animation, Tous publics ,PG,313751.0,216,walt disney pictures,,0,2014,Autre
1806,le village,60000000,108,1071424,0,thriller, Tous publics ,PG,50746142.0,572,walt disney pictures,,1,2004,etats-unis
1807,le voyage de fanny,7300000,95,44669,0,drame, Tous publics ,,,208,metropolitan,,0,2016,france
1808,le voyage du dr dolittle,175000000,106,416180,0,comédie, Tous publics ,PG,21844045.0,514,universal,,0,2020,etats-unis
1809,le voyage extraordinaire de samy,38000000,85,453251,0,animation, Tous publics ,,,577,studiocanal,,0,2010,Autre
1810,le vélo de ghislain lambert,11750000,119,302661,0,comédie, Tous publics ,,,472,bac films,,0,2001,france
1811,le jeune karl marx,9403914,118,50733,0,drame,,,26097.0,100,diaphana,,0,2017,france
1812,le rôle de ma vie,6000000,107,48537,0,comédie dramatique, Tous publics ,R,1154548.0,106,wild bunch,,0,2014,etats-unis
1813,legend (2016),25000000,131,110406,0,thriller, Moins de 12 ans ,R,86836.0,223,studiocanal,,0,2016,Autre
1814,"lego batman, le film",80000000,104,346187,0,animation, Tous publics ,PG,53003468.0,549,warner bros.,,0,2017,etats-unis
1815,lemming,5332476,129,213232,0,drame,,,11310.0,365,diaphana,,0,2005,france
1816,les 101 dalmatiens (1996),68000000,102,830026,1,film familial, Tous publics ,G,33504025.0,581,gbvi,,0,1997,etats-unis
1817,les 4 fantastiques,100000000,123,952331,1,comicbook, Tous publics ,PG,56061504.0,635,20th century fox,,0,2005,etats-unis
1818,les 4 fantastiques et le surfeur d'argent,130000000,89,710287,1,comicbook,,PG,58051684.0,750,20th century fox,,0,2007,etats-unis
1819,les 7 mercenaires (2016),90000000,133,287584,0,western, Tous publics ,PG,34703397.0,407,sony pictures,,1,2016,etats-unis
1820,les adieux à la reine,7500000,100,165380,0,drame, Tous publics ,R,72100.0,208,ad vitam,,0,2012,france
1821,les adoptés,4000000,100,103502,0,comédie dramatique, Tous publics ,,,182,studiocanal,,0,2011,france
1822,les aiguilles rouges,5490000,93,125046,0,drame,,,,378,carrere group,,0,2006,france
1823,les ailes de l'enfer,75000000,110,445465,0,aventure - action, Moins de 12 ans ,R,24131738.0,500,gbvi,,0,1997,etats-unis
1824,les amours d’anaïs,3100000,98,28954,0,comédie, Tous publics ,,18351.0,174,haut et court,,0,2021,france
1825,les animaux fantastiques 3 : les secrets de dumbledore,200000000,143,1132062,0,fantasy, Tous publics ,PG,42151256.0,806,warner bros.,,1,2022,etats-unis
1826,les animaux fantastiques,180000000,133,1420401,1,fantasy, Tous publics ,PG,74403387.0,805,warner bros.,,1,2016,etats-unis
1827,les animaux fantastiques - les crimes de grindelwald,200000000,134,1649616,1,fantasy, Tous publics ,PG,62163104.0,903,warner bros.,,1,2018,etats-unis
1828,les associés (2003),29000000,116,172372,0,comédie,,PG,13087307.0,406,warner bros.,,1,2003,etats-unis
1829,les autres,17000000,105,434397,0,thriller, Moins de 12 ans ,PG,14089952.0,419,bac films,,0,2001,etats-unis
1830,les aventures de mister deeds,50000000,97,54588,0,comédie,,PG,37162787.0,221,,,0,2003,etats-unis
1831,les aventures de tintin : le secret de la licorne,135000000,107,3158313,0,aventure - action, Tous publics ,PG,9720993.0,850,sony pictures,,1,2011,etats-unis
1832,les aventures extraordinaires d'adèle blanc-sec,31940000,107,642629,0,aventure - action, Tous publics ,,,636,europacorp,,1,2010,france
1833,les bad guys,80000000,100,259472,0,animation, Tous publics ,PG,23950245.0,598,universal,,0,2022,etats-unis
1834,les banshees d'inisherin,20000000,109,99482,0,comédie dramatique, Tous publics ,R,2056919.0,171,walt disney pictures,,0,2022,Autre
1835,les baronnes,38000000,103,52100,0,aventure - action, Moins de 12 ans ,R,5527410.0,189,warner bros.,,0,2019,etats-unis
1836,les beaux jours,3300000,94,200245,0,comédie dramatique, Tous publics ,,,274,le pacte,,0,2013,france
1837,les beaux gosses,3498408,90,278279,0,comédie, Tous publics ,,,201,pathé,,0,2009,france
1838,les bien-aimés,6810000,135,109235,0,comédie dramatique, Tous publics ,,25825.0,232,le pacte,,0,2011,france
1839,les boxtrolls,60000000,97,142863,0,animation, Tous publics ,PG,17275239.0,293,universal,,0,2014,etats-unis
1840,les brasiers de la colère,22000000,116,119092,0,thriller, Moins de 12 ans ,R,5220288.0,208,metropolitan,,0,2014,etats-unis
