titre,genres,langue,pays,pegi,duree,annee,director_x,scenaristes,casting_principal,casting_complet,actors,director_y,entrees_fr,nationalite,semaine_fr,studio,title,titre_original,continent
nostalgia,['Drame'],"['Italien', 'Arabe']",Italie,Tous publics,117,2022,Mario Martone,Mario Martone,"['Mario Martone', 'Ermanno Rea', 'Mario Martone']","['Pierfrancesco Favino', 'Francesco Di Leva', 'Tommaso Ragno', 'Aurora Quattrocchi', 'Sofia Essaïdi', 'Nello Mascia', 'Emanuele Palumbo', 'Artem', 'Salvatore Striano', 'Virginia Apicella', 'Daniela Ioia', 'Luciana Zazzera', ""Giuseppe D'Ambrosio"", 'Solomon Andra']","Pierfrancesco Favino,Francesco Di Leva,Tommaso Ragno","Mario Martone,Mario Martone,Ippolita di Majo",66577,italie,04/01/2023,arp sélection,nostalgia,pas de titre original,Europe
l'envol,"['Drame', 'Historique', 'Romantique']",['Français'],France,Tous publics,100,2022,Pietro Marcello,Pietro Marcello,"['Pietro Marcello', 'Scénario', 'Alexander Grin']","['Raphaël Thiéry', 'Juliette Jouan', 'Noémie Lvovsky', 'Louis Garrel', 'Yolande Moreau', 'François Négret', 'Ernst Umhauer', 'Inès Es Sarhir', 'Antonin Stahly Viswanadhan', 'Athénaïs Sifaoui-Blanc', 'Bernard Blancan', 'Arthur Orcier', 'Pierre Nisse', 'Alane Delhaye', 'Lolita Chammah', 'Anne-Lise Heimburger', 'Rémy Roubakha', 'Annette Trumel']","Juliette Jouan,Raphaël Thiéry,Noémie Lvovsky","Pietro Marcello,Pietro Marcello,Maurizio Braucci",14978,france,11/01/2023,le pacte,l'envol,pas de titre original,Europe
munch,"['Biographique', 'Drame']","['Norvégien', 'Suédois', 'Danois', 'Allemand', 'Anglais']",Norvège,,104,2023,Henrik Martin Dahlsbakken,Henrik Martin Dahlsbakken,"['Henrik Martin Dahlsbakken', 'Scénario', 'Fredrik Høyer']","['Alfred Ekker Strande', 'Thea Lambrechts Vaulen', 'Per Frisch', 'Gjertrud L. Jynge', 'Ylva Fuglerud', 'Dennis Storhøi', 'Fredrik Stenberg Ditlev-Simonsen', 'Jonathan Chedeville', 'Oscar Wicken', 'Mattis Herman Nyquist', 'Lisa Carlehed', 'Ida Elise Broch', 'Nader Khademi', 'Arthur Berning', 'Ville Virtanen', 'Julius Fleischanderl', 'Regula Steiner', 'Marguerita Schumacher']","Alfred Ekker Strande,Mattis Herman Nyquist,Ola G. Furuseth","Henrik Martin Dahlsbakken,Mattis Herman Nyquist,Gine Cornelia Pedersen",6375,norvège,20/12/2023,kinovista,munch,pas de titre original,Europe
champions,"['Comédie', 'Drame', 'Sport']",['Anglais'],États-Unis,PG-13,124,2023,Bobby Farrelly,Bobby Farrelly,"['Bobby Farrelly', 'Scénario', 'Mark Rizzo']","['Woody Harrelson', 'Kaitlin Olson', 'Matt Cook', 'Ernie Hudson', 'Cheech Marin', 'Madison Tevlin', 'Joshua Felder', 'Kevin Iannucci', 'Ashton Gunning', 'Matthew Von Der Ahe', 'Tom Sinclair', 'James Day Keith', 'Alex Hintz', 'Casey Metcalfe', 'Bradley Edens', 'Barbara Pollard', 'Alexandra Castillo', 'Mike Smith']","Woody Harrelson,Kaitlin Olson,Matt Cook (II)","Bobby Farrelly,Mark Rizzo",5148740,u.s.a.,10/03/2023,,champions,pas de titre original,Amérique du Nord
il boemo,"['Biographique', 'Drame', 'Historique']","['Tchèque', 'Italien', 'Allemand']",République tchèque,Tous publics,130,2022,Petr Václav,Petr Václav,"['Petr Václav', 'Petr Václav', 'Casting principal']","['Vojtech Dyk', 'Elena Radonicich', 'Barbara Ronchi', 'Lana Vlady', 'Alberto Cracco', 'Federica Vecchio', 'Pietro Tammaro', 'Antonio De Matteo', 'Dario Iubatti', 'Fabrizio Parenti', 'Achille Brugnini', 'Federica Rosellini', 'Diego Pagotto', 'Philip Amadeus Hahn', 'Chiara Celotto', 'Ermanno De Biagi', 'Claire Palazzo', 'Elena Arvigo']","Vojtěch Dyk,Barbara Ronchi,Elena Radonicich","Petr Vaclav,Petr Vaclav",34803,république tchèque,21/06/2023,nour films,il boemo,pas de titre original,Europe
ma france à moi,['Drame'],['Français'],France,,91,2023,Benoît Cohen,Benoît Cohen,"['Benoît Cohen', 'Scénario', 'Benoît Cohen']","['Fanny Ardant', 'Nawid Elham', 'Elisabeth Margoni', 'Suzy Bemba', 'Aurore Broutin', 'Jérôme Kircher', 'Jules Sagot', 'Marilyne Canto', 'Alain Fromager', 'Réhab Mehal', 'Guillaume Capelle', 'Shabika Dawod', 'Ahmad Moradi', 'Qadera Rezai', 'François Carré', 'Eliott Novat', 'Jeanne Disson', 'Marika Camilleri']","Fanny Ardant,Nawid Elham,Elisabeth Margoni","Benoit Cohen,Benoit Cohen,Eléonore Pourriat",14595,france,20/12/2023,pan distribution,ma france à moi,pas de titre original,Europe
belfast,"['Biographique', 'Drame', 'Romantique']",['Anglais'],Royaume-Uni,Tous publics,98,2021,Kenneth Branagh,Kenneth Branagh,"['Kenneth Branagh', 'Kenneth Branagh', 'Casting principal']","['Jude Hill', 'Lewis McAskie', 'Caitríona Balfe', 'Jamie Dornan', 'Judi Dench', 'Ciarán Hinds', 'Josie Walker', 'Freya Yates', 'Nessa Eriksson', 'Charlie Barnard', 'Frankie Hastings', 'Máiréad Tyers', 'Caolan McCarthy', 'Ian Dunnett Jnr', 'Michael Maloney', 'Lara McDonnell', 'Chris McCurry', 'Rachel Feeney']","Caitriona Balfe,Jamie Dornan,Jude Hill","Kenneth Branagh,Kenneth Branagh",80551,grande-bretagne,02/03/2022,universal pictures international france,belfast,pas de titre original,Europe
trois nuits par semaine,"['Comédie', 'Drame', 'Romantique']","['Français', 'Anglais', 'Espagnol']",France,Tous publics,103,2022,Florent Gouëlou,Florent Gouëlou,"['Florent Gouëlou', 'Raphaëlle Desplechin', 'Florent Gouëlou']","['Pablo Pauly', 'Romain Eck', 'Hafsia Herzi', 'Harald Marlot', 'Mathias Houngnikpo', 'Holy Fatma', 'Calypso Baquey', 'Jean-Marie Gouëlou', 'Andrea Romano', 'Françoise Lorente', 'Giovanna Magrini', 'Abdoulaye Traoré', 'Romain Creutzmeyer', 'Sophie-Marie Larrouy', 'Yasmina Maïza', 'Florence Bolufer', 'Alexandre Boumbou', 'Léo Aimé']","Pablo Pauly,Romain Eck,Hafsia Herzi","Florent Gouëlou,Florent Gouëlou",15360,france,09/11/2022,pyramide distribution,trois nuits par semaine,pas de titre original,Europe
marlowe,"['Policier', 'Mystère', 'Thriller']",['Anglais'],Irlande,Tous publics,109,2022,Neil Jordan,Neil Jordan,"['Neil Jordan', 'Scénario', 'William Monahan']","['Liam Neeson', 'Diane Kruger', 'Jessica Lange', 'Brenda Rawn', 'Alan Moloney', 'Stella Stocker', 'François Arnaud', ""Darrell D'Silva"", 'Ian Hart', 'Kim DeLonghi', 'Stephan Wiks', 'Tony Corvillo', 'Mitchell Mullen', 'Patrick Muldoon', 'Daniela Melchior', 'Roberto Peralta', 'J.M. Maciá', 'Michael Garvey']","Liam Neeson,Diane Kruger,Jessica Lange","Neil Jordan,William Monahan,Neil Jordan",54242,irlande,15/02/2023,metropolitan filmexport,marlowe,pas de titre original,Europe
une jeune fille qui va bien,"['Drame', 'Historique']",['Français'],France,Tous publics,98,2021,Sandrine Kiberlain,Sandrine Kiberlain,"['Sandrine Kiberlain', 'Sandrine Kiberlain', 'Casting principal']","['Rebecca Marder', 'André Marcon', 'Anthony Bajon', 'Françoise Widhoff', 'India Hair', 'Florence Viala', 'Ben Attal', 'Cyril Metzger', 'Jean Chevalier', 'Bastien Bouillon', 'Mathilde Weil', 'Théo Augier Bonaventure', 'Lucie Gallo', 'Stéphanie Aflalo', 'Arturo Giusi', 'Elsa Guedj', 'Lucie Epicureo', 'Jérôme Deschamps']","Rebecca Marder,André Marcon,Anthony Bajon","Sandrine Kiberlain,Sandrine Kiberlain",68056,france,26/01/2022,ad vitam,une jeune fille qui va bien,pas de titre original,Europe
joyeuse retraite !,['Comédie'],['Français'],France,Tous publics,97,2019,Fabrice Bracq,Fabrice Bracq,"['Fabrice Bracq', 'Scénario', 'Guillaume Clicquot de Mentque']","['Michèle Laroque', 'Thierry Lhermitte', 'Judith Magre', 'Nicole Ferroni', 'Omar Mebrouk', 'Arielle Sémenoff', 'Alain Doutey', 'Michel Cymès', 'Constance Labbé', 'Nicolas Martinez', 'Manon Barroy', 'Sasha Aktas', 'Chadia Amajod', 'Marie-Christine Adam', 'Gérémy Crédeville', 'Julien Jacob', 'Bernard Yerlès', 'Fannie Outeiro']","Thierry Lhermitte,Michèle Laroque,Nicole Ferroni","Fabrice Bracq,Guillaume Clicquot",477116,france,20/11/2019,snd,joyeuse retraite !,pas de titre original,Europe
désordres,"['Drame', 'Historique']","['Suisse allemand', 'Russe', 'Français', 'Anglais']",Suisse,Tous publics,93,2022,Cyril Schäublin,Cyril Schäublin,"['Cyril Schäublin', 'Cyril Schäublin', 'Casting principal']","['Alisa Miloglyadova', 'Elisaveta Kriman', 'Olga Bushkova', 'Tatiana Kulminska', 'Mikhail Bushkov', 'Fredi Müller', 'Clara Gostynski', 'Alexei Evstratov', 'Valentin Merz', 'Daniel Stähli', 'Michael Fehr', 'Laurent Ferrero', 'Roland Merz', 'Mayo Irion', 'Bert Siegfried', 'Beat Gilomen', 'Monika Stalder', 'Hélio Thiémard']","Clara Gostynski,Alexei Evstratov,Monika Stalder","Cyril Schäublin,Cyril Schäublin",3609,suisse,12/04/2023,shellac,désordres,unrueh,Europe
la gravité,"['Drame', 'Science-fiction', 'Thriller']",['Français'],France,Tous publics avec avertissement,85,2022,Cédric Ido,Cédric Ido,"['Cédric Ido', 'Cédric Ido', 'Melisa Godet']","['Max Gomis', 'Jean-Baptiste Anoumon', 'Steve Tientcheu', 'Olivier Rosemberg', 'Thierry Godard', 'Hafsia Herzi', 'Bilel Chegrani', 'Djilane Diawara', 'Ines Zahoré', 'Florine Silva', 'Jean Bediebe', 'Linda Benhagouga', 'Nada Despinic', 'Madd', 'Marc Josmar', 'Abdelkader Hoggui', 'Rachid Baha', 'Chamsi Charlesia']","Max Gomis,Jean-Baptiste Anoumon,Steve Tientcheu","Cédric Ido,Cédric Ido",10324,france,03/05/2023,alba films / trésor cinéma,la gravité,pas de titre original,Europe
lamb,"['Drame', 'Fantastique', 'Horreur']",['Islandais'],Islande,Tous publics avec avertissement,106,2021,Valdimar Jóhannsson,Valdimar Jóhannsson,"['Valdimar Jóhannsson', 'Sjón', 'Valdimar Jóhannsson']","['Noomi Rapace', 'Hilmir Snær Guðnason', 'Björn Hlynur Haraldsson', 'Ingvar Sigurdsson', 'Ester Bibi', 'Arnþruður Dögg Sigurðardóttir', 'Theodór Ingi Ólafsson', 'Sigurður Elvar Viðarson', 'Gunnar Þor Karlsson', 'Lára Björk Hall']","Noomi Rapace,Hilmir Snær Guðnason,Björn Hlynur Haraldsson","Valdimar Jóhannsson,Valdimar Jóhannsson, Sjón",13930,islande,2021/01/2022,the jokers / les bookmakers,lamb,pas de titre original,Europe
shorta,"['Action', 'Policier', 'Drame']","['Danois', 'Arabe']",Danemark,,108,2020,Frederik Louis Hviid,Frederik Louis Hviid,"['Frederik Louis Hviid', 'Anders Ølholm', 'Scénario']","['Jacob Lohmann', 'Simon Sears', 'Tarek Zayat', 'Dulfi Al-Jabouri', 'Issa Khattab', 'Abdelmalik Dhaflaoui', 'Özlem Saglanmak', 'Lara Aksoy', 'Arian Kashef', 'Ali Abdul Amir Najei', 'Imad Abul-Foul', 'Wagma Dicent', 'Jonas El Keh', 'Jousef Sobhie', 'Anna Tulestedt', 'Michael Brostrup', 'Josephine Park', 'Mads Rømer']","Jacob Lohmann,Simon Sears,Michael Brostrup","Anders Ølholm,Frederik Louis Hviid,Anders Ølholm,Frederik Louis Hviid",4927,danemark,23/06/2021,alba films,shorta,pas de titre original,Europe
lost country,['Drame'],['Serbe'],Serbie,Tous publics,108,2023,Vladimir Perisic,Vladimir Perisic,"['Vladimir Perisic', 'Vladimir Perisic', 'Alice Winocour']","['Jovan Ginic', 'Jasna Djuricic', 'Miodrag Jovanovic', 'Lazar Kocic', 'Pavle Cemerikic', 'Dusko Valentic', 'Helena Buljan', 'Ana Simeunovic', 'Boris Isakovic', 'Marija Skaricic', 'Despot Ilibasic', 'Janko Milicevic', 'Goran Navojec', 'Branka Petric', 'Vinko Kraljevic', 'Aleksandar Djurica', 'Andrej Jovovic', 'Dubravka Kovjanic']","Jovan Ginic,Jasna Djuricic,Miodrag Jovanović","Vladimir Perišić,Alice Winocour,Vladimir Perišić",4831,france,11/10/2023,rezo films,lost country,pas de titre original,Europe
la ruse,"['Drame', 'Guerre']","['Anglais', 'Espagnol']",Royaume-Uni,Tous publics,128,2021,John Madden,John Madden,"['John Madden', 'Michelle Ashford', 'Ben Macintyre']","['Colin Firth', 'Matthew Macfadyen', 'Kelly Macdonald', 'Rufus Wright', 'Ruby Bentall', 'Charlotte Hamblin', 'Johnny Flynn', 'Lorne MacFadyen', 'Penelope Wilton', 'Mark Gatiss', 'Caspar Jennings', 'Hattie Morahan', 'Dolly Gadsdon', 'Simon Russell Beale', 'Michael Bott', 'Jason Isaacs', 'Alex Jennings', 'Ellie Haddington']","Colin Firth,Matthew Macfadyen,Kelly Macdonald","John Madden,Michelle Ashford",127930,grande-bretagne,27/04/2022,warner bros. france,la ruse,operation mincemeat,Europe
la revanche des crevettes pailletées,['Comédie'],"['Français', 'Russe', 'Anglais']",France,Tous publics,113,2022,Maxime Govare,Maxime Govare,"['Maxime Govare', 'Cédric Le Gallo', 'Romain Choay']","['Nicolas Gob', 'Michaël Abiteboul', 'David Baïot', 'Romain Lancry', 'Roland Menou', 'Geoffrey Couët', 'Romain Brau', 'Félix Martinez', 'Bilal El Atreby', 'Pierre Samuel', 'Benoît Maréchal', 'Alban Lenoir', 'Yuliya Abiss', 'Iryna Myshyna', 'Maïa Quesemand', 'Oleksandr Ivanov', 'Anaïs Fabre', 'Albert Bordes']","Nicolas Gob,Michaël Abiteboul,Bilal El Atreby","Cédric Le Gallo,Maxime Govare,Cédric Le Gallo,Maxime Govare",69481,france,13/04/2022,universal pictures international france,la revanche des crevettes pailletées,pas de titre original,Europe
godland,['Drame'],"['Danois', 'Islandais']",Danemark,Tous publics,143,2022,Hlynur Pálmason,Hlynur Pálmason,"['Hlynur Pálmason', 'Hlynur Pálmason', 'Casting principal']","['Elliott Crosset Hove', 'Ingvar Sigurdsson', 'Vic Carmen Sonne', 'Jacob Lohmann', 'Hilmar Guðjónsson', 'Waage Sandø', 'Ída Mekkín Hlynsdóttir', 'Snæbjörg Guðmundsdóttir', 'Friðrik Hrafn Reynisson', 'Friðrik Friðriksson', 'Gunnar Bragi Þorsteinsson', 'Ingvar Þórðarson', 'Ingimundur Grétarsson', 'Birta Gunnarsdóttir', 'Ísar Svan Gautason', 'Kristinn Guðmundsson', 'Svanavatns Jökull Darri', 'Guðmundur Samúelsson']","Elliott Crosset Hove,Ingvar Eggert Sigurôsson,Victoria Carmen Sonne","Hlynur Pálmason,Hlynur Pálmason",35205,danemark,21/12/2022,jour2fête,godland,vanskabte land - volaða land,Europe
l'école est à nous,['Comédie'],['Français'],France,Tous publics,108,2022,Alexandre Castagnetti,Alexandre Castagnetti,"['Alexandre Castagnetti', 'Alexandre Castagnetti', 'Béatrice Fournera']","['Sarah Suco', 'Jean-Pierre Darroussin', 'Oussama Kheddam', 'Cécile Rebboah', 'Gérald Laroche', 'Yannick Renier', 'Yannick Choirat', 'Constance Dollé', 'Sofia Bendra', 'Lili Aupetit', 'Ryan Khelif', 'Nah Bilé', 'Jérémie Gavrilovic', 'Gabin Jouillerot', 'Estelle Luo', 'Alexandre Spector', 'Victor Le Fèvre', 'Mehdi Oudane']","Sarah Suco,Jean-Pierre Darroussin,Oussama Kheddam","Alexandre Castagnetti,Alexandre Castagnetti,Béatrice Fournera",117941,france,26/10/2022,ugc distribution,l'école est à nous,pas de titre original,Europe
les nouveaux mutants,"['Action', 'Horreur', 'Mystère']","['Anglais', 'Portugais', 'Latin']",États-Unis,,94,2020,Josh Boone,Josh Boone,"['Josh Boone', 'Josh Boone', 'Knate Lee']","['Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton', 'Alice Braga', 'Blu Hunt', 'Henrique Zaga', 'Adam Beach', 'Thomas Kee', 'Colbi Gannett', 'Happy Anderson', 'Dustin Ceithamer', 'Jacinto Vega SpiritWolf', 'Chuck', 'Marilyn Manson', 'Jeffrey Corazzini', 'Mickey Gilmore', 'Max Schochet']","Maisie Williams,Anya Taylor-Joy,Charlie Heaton","Josh Boone,Josh Boone,Knate Lee",160373,u.s.a.,26/08/2020,the walt disney company france,les nouveaux mutants,the new mutants,Amérique du Nord
el buen patrón,"['Comédie', 'Drame']","['Espagnol', 'Arabe', 'Ukrainien']",Espagne,Tous publics,116,2021,Fernando León de Aranoa,Fernando León de Aranoa,"['Fernando León de Aranoa', 'Fernando León de Aranoa', 'Casting principal']","['Javier Bardem', 'Manolo Solo', 'Almudena Amor', 'Óscar de la Fuente', 'Sonia Almarcha', 'Fernando Albizu', 'Tarik Rmili', 'Rafa Castejón', 'Celso Bugallo', 'Francesc Orella', 'Martín Páez', 'Yaël Belicha', 'Mara Guil', 'Nao Albet', 'María de Nati', 'Dalit Streett Tejeda', 'Nicolas Ruiz', 'Daniel Chamorro']","Javier Bardem,Manolo Solo,Almudena Amor","Fernando León de Aranoa,Fernando León de Aranoa",57333,espagne,22/06/2022,paname distribution,el buen patrón,pas de titre original,Europe
citoyen d'honneur,"['Comédie', 'Drame']",['Espagnol'],Argentine,Tous publics,118,2016,Mariano Cohn,Mariano Cohn,"['Mariano Cohn', 'Gastón Duprat', 'Andrés Duprat']","['Oscar Martínez', 'Dady Brieva', 'Andrea Frigerio', 'Nora Navas', 'Manuel Vicente', ""Marcelo D'Andrea"", 'Belén Chavanne', 'Gustavo Garzón', 'Julián Larquier Tellarini', 'Emma Rivera', 'Nicolás De Tracy', 'Pablo Gatti', 'Daniel Kargieman', 'Alexis López Costa', 'Leonardo Murija', 'Pedro Roth', 'Rob Verf', 'Pilar Dutari']","Kad Merad,Fatsah Bouyahmed,Oulaya Amamra","Mohamed Hamidi,Mohamed Hamidi,Alain-Michel Blanc",57538,france,14/09/2022,apollo films,citoyen d'honneur,pas de titre original,Amérique du Sud
plus que jamais,"['Drame', 'Romantique']","['Français', 'Anglais', 'Norvégien']",France,Tous publics,123,2022,Emily Atef,Emily Atef,"['Emily Atef', 'Scénario', 'Emily Atef']","['Vicky Krieps', 'Gaspard Ulliel', 'Bjørn Floberg', 'Sophie Langevin', 'Valérie Bodson', ""Jérémy Barbier d'Hiver"", 'Marion Cadeau', 'Yacine Sif El Islam', 'Estelle Kerkor', 'Nathalie Man', 'Baptiste Girard', 'Tom Linton', 'Bess Davies', 'Astrid Overå', 'Matthieu Chedid', 'Cyril Atef', 'Jesper Christensen']","Vicky Krieps,Gaspard Ulliel,Bjorn Floberg","Emily Atef,Emily Atef,Lars Hubrich",21203,france,16/11/2022,jour2fête,plus que jamais,pas de titre original,Europe
les méchants,['Comédie'],['Français'],France,Tous publics,79,2021,Mouloud Achour,Mouloud Achour,"['Mouloud Achour', 'Dominique Baumard', 'Mouloud Achour']","['Roman Frayssinet', 'Djimo', 'Ludivine Sagnier', 'Anthony Bajon', 'Kyan Khojandi', 'Mathieu Kassovitz', 'Alban Ivanov', 'Samy Naceri', 'Bun-hay Mean', 'Fadily Camara', 'Marwa Loud', 'Hakim Jemili', ""Heuss L'Enfoiré"", 'Lucas Omiri', 'Stavo', 'Redouane Bougheraba', 'Fary', 'Alexis Manenti']","Roman Frayssinet, Djimo,Ludivine Sagnier","Mouloud Achour,Dominique Baumard,Mouloud Achour,Dominique Baumard",77098,france,08/09/2021,le pacte,les méchants,pas de titre original,Europe
la plus belle pour aller danser,"['Comédie', 'Drame']",['Français'],France,Tous publics,91,2023,Victoria Bedos,Victoria Bedos,"['Victoria Bedos', 'Victoria Bedos', 'Eulalie Elsker']","['Brune Moulin', 'Philippe Katerine', 'Pierre Richard', 'Loup Pinard', 'Firmine Richard', 'Guy Marchand', 'Olivier Saladin', 'Patrick Paroux', 'Olivier Barthélémy', 'Alice Belaïdi', 'Claire Guillon', 'Iris Guillemin', 'Samy Belkessa', 'Kamélia Isli Antunes', 'Evelyne Cervera', 'Lucile Krier', 'Pascal Gimenez', 'Chloé Souliman']","Brune Moulin,Philippe Katerine,Pierre Richard","Victoria Bedos,Victoria Bedos,Louis Pénicaut",64016,france,19/04/2023,universal pictures international france,la plus belle pour aller danser,pas de titre original,Europe
rheingold,"['Biographique', 'Policier', 'Drame']","['Allemand', 'Kurde', 'Anglais', 'Néerlandais', 'Français', 'Turc', 'Arabe']",Allemagne,,138,2022,Fatih Akin,Fatih Akin,"['Fatih Akin', 'Fatih Akin', 'Giwar Hajabi']","['Emilio Sakraya', 'Mona Pirzad', 'Kardo Razzazi', 'Ilyes Moutaoukkil', 'Sogol Faghani', 'Hüseyin Top', 'Arman Kashani', 'Denis Moschitto', 'Adam Bousdoukos', 'Ensar Albayrak', 'Ugur Yücel', 'Schwesta Ewa', 'Jesse Albert', 'José Barros', 'Felix Bold', 'Shaima Boone', 'Ruben Brinkman', 'Tyrese Bukenya']","Emilio Sakraya,Mona Pirzad,Hussein Eliraqui","Fatih Akın,Fatih Akın",11672,allemagne,28/06/2023,pathé,rheingold,pas de titre original,Europe
les vedettes,['Comédie'],['Français'],France,Tous publics,101,2022,Jonathan Barré,Jonathan Barré,"['Jonathan Barré', 'Grégoire Ludig', 'David Marsais']","['Grégoire Ludig', 'David Marsais', 'Julien Pestel', 'Damien Gillard', 'Gaëlle Lebert', 'Juliette Plumecocq-Mech', 'Théo Gross', 'Patrick Hongniat', 'Alexandra Gentil', 'Harmandeep Palminder', 'Éric Théobald', 'Nathalie Cerda', 'Hugo Brunswick', 'Maï-Linh Leffray Bidous', 'Simon Fender', 'Marina Jolit', 'Grégory Dumont', 'Philypa Phoenix']","Grégoire Ludig,David Marsais,Julien Pestel","Jonathan Barré,Jonathan Barré,Grégoire Ludig",179006,france,09/02/2022,gaumont distribution,les vedettes,pas de titre original,Europe
le torrent,"['Policier', 'Drame', 'Thriller']",['Français'],France,,102,2022,Anne Le Ny,Anne Le Ny,"['Anne Le Ny', 'Anne Le Ny', 'Axelle Bachman']","['José Garcia', 'André Dussollier', 'Capucine Valmary', 'Christiane Millet', 'Ophélia Kolb', 'Anne Le Ny', 'Zéphyr Elis', 'Victor Pontecorvo', 'Florence Muller', 'Claude Guyonnet', 'Meimona Soumare', 'Marie Schoenbock', 'Eva Antolini', 'Vincent Arot']","José Garcia,André Dussollier,Capucine Valmary","Anne Le Ny,Anne Le Ny",153920,france,30/11/2022,snd,le torrent,pas de titre original,Europe
les engagés,['Drame'],['Français'],France,,0,Série télévisée,Création,Création,"['Création', 'Sullivan Le Postec', 'Casting principal']","['Mehdi Meskar', 'Éric Pucheu', ""Denis D'Arcangelo"", 'Claudine Charreyre', 'Romain Ogerau', 'Nanou Harry', 'Pierre Cachia', 'François-Xavier Phan', 'Adrián De La Vega', 'Anaïs Fabre', 'Claudius Pan', 'Franck Fargier', 'Elodie Colin', 'Malika Azgag', 'Benjamin Mayet', 'Cyril Necker', 'Hugues Jourdain', 'Simon Jouannot']","Benjamin Lavernhe,Julia Piaton,Bruno Todeschini","Emilie Frèche,Emilie Frèche,Gaëlle Macé",19609,france,16/11/2022,tandem,les engagés,pas de titre original,Europe
l'origine du monde,['Comédie'],['Français'],France,Tous publics,98,2020,Laurent Lafitte,Laurent Lafitte,"['Laurent Lafitte', 'Laurent Lafitte', 'Sébastien Thiery']","['Laurent Lafitte', 'Karin Viard', 'Vincent Macaigne', 'Hélène Vincent', 'Nicole Garcia', 'Pauline Clément', 'Luca Malinowski', 'Christine Beauvallet', 'Juliette Bettencourt', 'Charlotte Bienenfeld', 'Jean-Claude Bohbote', 'Benoît Dupac', 'Judith El Zein', 'Grégory Gaule', 'Cédric Leffray', 'Pascal Lifschutz', 'Alexandra Mercouroff', 'Thierry Picaut']","Laurent Lafitte,Karin Viard,Vincent Macaigne","Laurent Lafitte,Laurent Lafitte",117938,france,15/09/2021,studiocanal,l'origine du monde,pas de titre original,Europe
enragé,"['Action', 'Thriller']",['Anglais'],Royaume-Uni,,90,2020,Derrick Borte,Derrick Borte,"['Derrick Borte', 'Carl Ellsworth', 'Casting principal']","['Russell Crowe', 'Caren Pistorius', 'Gabriel Bateman', 'Jimmi Simpson', 'Austin P. McKenzie', 'Juliene Joyner', 'Stephen Louis Grush', 'Anne Leighton', 'Devyn A. Tyler', 'Sylvia Grace Crim', 'Vivian Fleming-Alvarez', 'Samantha Beaulieu', 'Lucy Faust', 'Scheryl W Brown', 'Michael Papajohn', 'Scott Walker', 'Kriss Fortunato', 'Richie Burden']","Russell Crowe,Caren Pistorius,Gabriel Bateman","Derrick Borte,Carl Ellsworth",144754,u.s.a.,19/08/2020,snd,enragé,unhinged,Europe
les jeunes amants,"['Drame', 'Romantique']",['Français'],France,Tous publics,114,2021,Carine Tardieu,Carine Tardieu,"['Carine Tardieu', 'Scénario', 'Sólveig Anspach']","['Fanny Ardant', 'Melvil Poupaud', 'Cécile de France', 'Florence Loiret Caille', 'Sharif Andoura', 'Sarah Henochsberg', 'Martin Laurent', 'Olenka Ilunga', 'Manda Touré', 'Julia Gómez', 'Corey McKinley', 'Purshoothe Thayalan', 'Elsa Bouchain', 'Loulou Hanssen', 'Anandha Seethanen', 'Salma Lahmer', 'Sophie Roulet', 'Lucie Pouly']","Fanny Ardant,Melvil Poupaud,Cécile de France","Carine Tardieu,Carine Tardieu,Agnès De Sacy",152312,france,02/02/2022,diaphana distribution,les jeunes amants,pas de titre original,Europe
infinity pool,"['Policier', 'Horreur', 'Mystère']",['Anglais'],Canada,R,117,2023,Brandon Cronenberg,Brandon Cronenberg,"['Brandon Cronenberg', 'Brandon Cronenberg', 'Casting principal']","['Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman', 'Dunja Sepcic', 'Adam Boncz', 'Jalil Lespert', 'Zijad Gracic', 'Amar Bukvic', 'Alan Katic', 'Thomas Kretschmann', 'Katalin Lábán', 'Kamilla Fátyol', 'Lena Juka Stambuk', 'Kristóf Kovács', 'Romina Tonkovic', 'Amanda Brugel', 'Jeff Ricketts', 'John Ralston']","Alexander Skarsgård,Mia Goth,Cleopatra Coleman","Brandon Cronenberg,Brandon Cronenberg",2514364,canada,27/01/2023,1 nomination,infinity pool,pas de titre original,Amérique du Nord
the chef,"['Drame', 'Thriller']",['Anglais'],Royaume-Uni,Tous publics,92,2021,Philip Barantini,Philip Barantini,"['Philip Barantini', 'Philip Barantini', 'James Cummings']","['Stephen Graham', 'Vinette Robinson', 'Alice Feetham', 'Ray Panthaki', 'Hannah Walters', 'Malachi Kirby', 'Izuka Hoyle', 'Taz Skylar', 'Lauryn Ajufo', 'Jason Flemyng', 'Lourdes Faberes', 'Daniel Larkai', ""Robbie O'Neill"", 'Áine Rose Daly', 'Rosa Escoda', 'Stephen McMillan', 'Thomas Coombes', 'Gary Lamont']","Stephen Graham,Vinette Robinson,Alice May Feetham","Philip Barantini,Philip Barantini,James Cummings",24140,grande-bretagne,19/01/2022,ufo distribution,the chef,boiling point,Europe
